順位,駅名,線名,乗車人員
73,玉名,鹿児島本線,"2,065"
74,遠賀川,鹿児島本線,"2,020"
75,伊集院,鹿児島本線,"2,008"
76,波多江,筑肥線,"1,999"
77,大村,大村線,"1,927"
78,教育大前,鹿児島本線,"1,916"
79,武蔵塚,豊肥本線,"1,913"
80,大牟田,鹿児島本線,"1,911"
81,苅田,日豊本線,"1,906"
82,陣原,鹿児島本線,"1,864"
83,坂之上,指宿枕崎線,"1,843"
84,朽網,日豊本線,"1,838"
85,糸島高校前,筑肥線,"1,820"
86,大在,日豊本線,"1,789"
87,スペースワールド,鹿児島本線,"1,786"
88,水城,鹿児島本線,"1,724"
89,唐津,唐津線,"1,663"
90,水巻,鹿児島本線,"1,662"
91,宇美,香椎線,"1,649"
92,宇土,鹿児島本線,"1,612"
93,加治木,日豊本線,"1,604"
94,小波瀬西工大前,日豊本線,"1,541"
95,鶴崎,日豊本線,"1,540"
96,八代,鹿児島本線,"1,533"
97,長与,長崎本線,"1,522"
98,別府大学,日豊本線,"1,511"
99,上伊集院,鹿児島本線,"1,487"
100,東海学園前,豊肥本線,"1,479"
101,喜々津,長崎本線,"1,473"
102,ししぶ,鹿児島本線,"1,470"
103,南宮崎,日豊本線,"1,453"
104,新八代,鹿児島本線,"1,441"
105,隼人,日豊本線,"1,429"
106,松橋,鹿児島本線,"1,426"
107,早岐,佐世保線,"1,417"
108,高城,日豊本線,"1,407"
109,桂川,筑豊本線,"1,401"
110,宇島,日豊本線,"1,398"
111,鹿児島,鹿児島本線,"1,392"
112,土井,香椎線,"1,385"
113,和白,香椎線,"1,384"
114,帖佐,日豊本線,"1,369"
115,中間,筑豊本線,"1,341"
116,原町,篠栗線,"1,334"
117,須恵中央,香椎線,"1,323"
118,神埼,長崎本線,"1,308"
119,武雄温泉,佐世保線,"1,264"
120,慈眼寺,指宿枕崎線,"1,261"
121,崇城大学前,鹿児島本線,"1,241"
122,新鳥栖,長崎本線,"1,241"
123,亀川,日豊本線,"1,240"
124,門松,篠栗線,"1,214"
125,二島,筑豊本線,"1,204"
126,小森江,鹿児島本線,"1,195"
127,南行橋,日豊本線,"1,192"
128,西熊本,鹿児島本線,"1,191"
129,南鹿児島,指宿枕崎線,"1,174"
130,荒木,鹿児島本線,"1,127"
131,弥生が丘,鹿児島本線,"1,108"
132,吉野ヶ里公園,長崎本線,"1,090"
133,久留米大学前,久大本線,"1,088"
134,日向市,日豊本線,"1,079"
135,坂ノ市,日豊本線,"1,046"
136,都府楼南,鹿児島本線,"1,035"
137,大分大学前,豊肥本線,"1,031"
138,けやき台,鹿児島本線,"1,009"
139,宇宿,指宿枕崎線,"1,003"
140,平成,豊肥本線,998
141,道ノ尾,長崎本線,984
142,竹松,大村線,978
143,中原,長崎本線,977
144,南熊本,豊肥本線,973
145,小川,鹿児島本線,965
146,佐土原,日豊本線,944
147,若松,筑豊本線,942
148,西諫早,長崎本線,929
149,小城,唐津線,924
150,奈多,香椎線,922
151,姶良,日豊本線,918
152,広木,鹿児島本線,916
153,本城,筑豊本線,915
154,神村学園前,鹿児島本線,899
155,出水,九州新幹線,889
156,郡元,指宿枕崎線,886
157,筑後船小屋,鹿児島本線,882
158,原水,豊肥本線,878
159,肥前山口,長崎本線,858
160,敷戸,豊肥本線,851
161,香椎神宮,香椎線,837
162,荒尾,鹿児島本線,835
163,日向住吉,日豊本線,832
164,延岡,日豊本線,828
165,肥前鹿島,長崎本線,826
166,川尻,鹿児島本線,826
167,伊賀,香椎線,824
168,美咲が丘,筑肥線,822
169,ハウステンボス,大村線,821
170,飯塚,筑豊本線,805
171,都城,日豊本線,799
172,舞松原,香椎線,798
173,瀬高,鹿児島本線,790
174,平川,指宿枕崎線,781
175,有佐,鹿児島本線,780
176,暘谷,日豊本線,770
177,志井公園,日田彦山線,764
178,西浦上,長崎本線,740
179,南延岡,日豊本線,736
180,西里,鹿児島本線,724
181,筑前深江,筑肥線,719
182,高鍋,日豊本線,712
183,川棚,大村線,704
184,西戸崎,香椎線,691
185,中判田,豊肥本線,687
186,杵築,日豊本線,683
187,三重町,豊肥本線,681
188,新田原,日豊本線,678
189,酒殿,香椎線,662
190,串木野,鹿児島本線,659
191,現川,長崎本線,654
192,津久見,日豊本線,652
193,有田,佐世保線,645
194,田川後藤寺,日田彦山線,639
195,東唐津,筑肥線,634
196,椎田,日豊本線,628
197,植木,鹿児島本線,627
198,竜田口,豊肥本線,627
199,牛津,長崎本線,621
200,須恵,香椎線,618
201,肥前旭,鹿児島本線,617
202,牧,日豊本線,617
203,肥前白石,長崎本線,611
204,銀水,鹿児島本線,605
205,富合,鹿児島本線,592
206,久留米高校前,久大本線,581
207,佐伯,日豊本線,576
208,小竹,筑豊本線,567
209,鞍手,筑豊本線,562
210,長洲,鹿児島本線,556
211,向之原,久大本線,551
212,築城,日豊本線,546
213,加布里,筑肥線,542
214,臼杵,日豊本線,538
215,日田,久大本線,528
216,田主丸,久大本線,526
217,清武,日豊本線,521
218,高田,長崎本線,502
219,田川伊田,日田彦山線,491
220,柳ケ浦,日豊本線,491
221,久保田,長崎本線,491
222,南大分,久大本線,490
223,田代,鹿児島本線,486
224,筑前大分,篠栗線,482
225,三里木,豊肥本線,481
226,薩摩松元,鹿児島本線,477
227,浜崎,筑肥線,474
228,日出,日豊本線,474
229,肥前麓,長崎本線,466
230,天道,筑豊本線,459
231,喜入,指宿枕崎線,458
232,宮崎空港,宮崎空港線,458
233,海ノ中道,香椎線,446
234,宮崎神宮,日豊本線,443
235,筑前植木,筑豊本線,442
236,田野,日豊本線,440
237,鍋島,長崎本線,436
238,由布院,久大本線,433
239,錦江,日豊本線,432
240,重富,日豊本線,431
241,古国府,久大本線,422
242,西大分,日豊本線,420
243,賀来,久大本線,416
244,大塔,佐世保線,416
245,指宿,指宿枕崎線,412
246,吉野,鹿児島本線,401
247,薩摩今和泉,指宿枕崎線,400
248,筑後吉井,久大本線,398
249,大神,日豊本線,394
250,新大牟田,九州新幹線,389
251,西都城,日豊本線,382
252,西唐津,唐津線,380
253,門川,日豊本線,368
254,新水俣,九州新幹線,368
255,日宇,佐世保線,366
256,南久留米,久大本線,365
257,一貴山,筑肥線,365
258,福吉,筑肥線,365
259,石田,日田彦山線,364
260,中多久,唐津線,354
261,西牟田,鹿児島本線,347
262,五位野,指宿枕崎線,344
263,小林,吉都線,344
264,隈之城,鹿児島本線,341
265,豊後豊岡,日豊本線,331
266,飫肥,日南線,326
267,東水巻,筑豊本線,326
268,熊崎,日豊本線,325
269,雁ノ巣,香椎線,325
270,木葉,鹿児島本線,322
271,宇佐,日豊本線,320
272,鯰田,筑豊本線,319
273,新玉名,九州新幹線,318
274,滝尾,豊肥本線,316
275,奥洞海,筑豊本線,309
276,新入,筑豊本線,309
277,筑前垣生,筑豊本線,307
278,二月田,指宿枕崎線,305
279,市来,鹿児島本線,298
280,豊後竹田,豊肥本線,297
281,上臼杵,日豊本線,297
282,南荒尾,鹿児島本線,297
283,木花,日南線,292
284,三間坂,佐世保線,289
285,和多田,筑肥線,289
286,小野屋,久大本線,287
287,大野下,鹿児島本線,285
288,都農,日豊本線,272
289,豊後国分,久大本線,271
290,東市来,鹿児島本線,270
291,吉富,日豊本線,268
292,川南,日豊本線,264
293,肥前古賀,長崎本線,261
294,三角,三角線,257
295,犬飼,豊肥本線,256
296,善導寺,久大本線,255
297,新原,香椎線,253
298,山本,唐津線,249
299,財光寺,日豊本線,246
300,一本松,日田彦山線,246
